#Easting Northing Elev. Mass/Area  [-4->-3) [-3->-2) [-2->-1) [-1->0) [0->1) [1->2) [2->3) [3->4) 
553828 1302310 300 1.0e-76 0.0 0.0 0.0 0.0 0.0 1.5e-243 4.9e-119 1.0e+02 
554064 1301427 300 6.8e-78 0.0 0.0 0.0 0.0 0.0 0.0 4.2e-122 1.0e+02 
554303 1300538 300 4.3e-79 0.0 0.0 0.0 0.0 0.0 0.0 3.2e-125 1.0e+02 
554542 1299645 300 2.6e-80 0.0 0.0 0.0 0.0 0.0 0.0 2.2e-128 1.0e+02 
554783 1298746 300 1.5e-81 0.0 0.0 0.0 0.0 0.0 0.0 1.3e-131 1.0e+02 
555025 1297843 300 8.4e-83 0.0 0.0 0.0 0.0 0.0 0.0 7.1e-135 1.0e+02 
555268 1296935 300 4.5e-84 0.0 0.0 0.0 0.0 0.0 0.0 3.4e-138 1.0e+02 
555513 1296022 300 2.2e-85 0.0 0.0 0.0 0.0 0.0 0.0 1.4e-141 1.0e+02 
555758 1295105 300 1.1e-86 0.0 0.0 0.0 0.0 0.0 0.0 5.2e-145 1.0e+02 
556006 1294182 300 4.9e-88 0.0 0.0 0.0 0.0 0.0 0.0 1.7e-148 1.0e+02 
556254 1293255 300 2.1e-89 0.0 0.0 0.0 0.0 0.0 0.0 4.9e-152 1.0e+02 
556504 1292323 300 8.8e-91 0.0 0.0 0.0 0.0 0.0 0.0 1.2e-155 1.0e+02 
556755 1291386 300 3.4e-92 0.0 0.0 0.0 0.0 0.0 0.0 2.7e-159 1.0e+02 
557007 1290444 300 1.3e-93 0.0 0.0 0.0 0.0 0.0 0.0 5.3e-163 1.0e+02 
557261 1289497 300 4.5e-95 0.0 0.0 0.0 0.0 0.0 0.0 8.9e-167 1.0e+02 
557516 1288546 300 1.5e-96 0.0 0.0 0.0 0.0 0.0 0.0 1.3e-170 1.0e+02 
557772 1287590 300 4.8e-98 0.0 0.0 0.0 0.0 0.0 0.0 1.7e-174 1.0e+02 
558030 1286629 300 1.4e-99 0.0 0.0 0.0 0.0 0.0 0.0 2.0e-178 1.0e+02 
532299 1382667 300 4.7e+03 6.9 18 29 29 14 3.3 0.39 0.012 
532309 1382638 300 4.8e+03 6.9 18 29 29 14 3.3 0.39 0.012 
532321 1382605 300 4.9e+03 6.8 18 29 29 14 3.3 0.40 0.012 
532334 1382568 300 4.9e+03 6.7 18 29 29 14 3.4 0.41 0.013 
532350 1382526 300 5.0e+03 6.6 17 29 29 14 3.5 0.42 0.013 
532367 1382479 300 5.0e+03 6.4 17 29 29 14 3.6 0.44 0.014 
532386 1382427 300 5.0e+03 6.1 17 29 29 15 3.7 0.46 0.014 
532406 1382371 300 5.0e+03 5.8 16 29 30 15 3.9 0.49 0.015 
532429 1382309 300 4.9e+03 5.5 16 28 30 16 4.1 0.52 0.017 
532452 1382244 300 4.8e+03 5.0 15 28 30 16 4.4 0.57 0.019 
532478 1382173 300 4.5e+03 4.6 14 28 31 17 4.8 0.64 0.021 
532505 1382098 300 4.3e+03 4.0 13 27 31 18 5.3 0.72 0.024 
532535 1382018 300 3.9e+03 3.5 12 26 32 19 5.9 0.83 0.028 
532565 1381934 300 3.6e+03 3.0 11 25 32 21 6.7 0.97 0.033 
532598 1381844 300 3.2e+03 2.5 10 24 32 22 7.7 1.2 0.041 
532632 1381750 300 2.7e+03 2.0 8.7 23 32 24 8.9 1.4 0.051 
532668 1381652 300 2.3e+03 1.6 7.5 21 32 26 10 1.7 0.065 
532706 1381548 300 2.0e+03 1.2 6.2 19 31 28 12 2.2 0.085 
532745 1381440 300 1.6e+03 0.95 5.1 17 30 30 15 2.8 0.11 
532786 1381327 300 1.3e+03 0.72 4.1 15 28 32 17 3.5 0.15 
532829 1381210 300 1.0e+03 0.54 3.2 12 25 33 21 4.6 0.21 
532873 1381088 300 8.2e+02 0.39 2.4 10 22 34 24 5.9 0.28 
532919 1380961 300 6.5e+02 0.28 1.8 8.0 19 34 28 7.6 0.39 
532967 1380829 300 5.0e+02 0.19 1.3 6.2 16 34 33 9.8 0.54 
533017 1380693 300 3.9e+02 0.13 0.95 4.6 12 32 37 12 0.74 
533068 1380552 300 3.1e+02 0.081 0.66 3.4 9.5 29 41 16 1.0 
533121 1380407 300 2.4e+02 0.049 0.44 2.4 7.0 26 44 19 1.4 
533176 1380256 300 1.9e+02 0.028 0.28 1.6 5.0 22 46 24 1.9 
533232 1380101 300 1.5e+02 0.015 0.17 1.1 3.5 18 47 28 2.5 
533290 1379941 300 1.2e+02 0.0073 0.10 0.71 2.3 14 46 33 3.3 
533350 1379777 300 93 0.0034 0.055 0.45 1.6 10 45 39 4.4 
533412 1379608 300 73 0.0014 0.029 0.27 1.0 7.5 42 44 5.7 
533475 1379434 300 58 0.00057 0.014 0.16 0.65 5.2 38 49 7.3 
533540 1379255 300 46 0.00021 0.0064 0.086 0.41 3.4 33 53 9.4 
533607 1379072 300 37 6.8e-05 0.0027 0.045 0.26 2.2 29 57 12 
533675 1378884 300 29 2.1e-05 0.0011 0.022 0.16 1.3 24 60 15 
533745 1378692 300 23 5.6e-06 0.00039 0.010 0.092 0.80 19 61 18 
533817 1378494 300 19 1.4e-06 0.00013 0.0046 0.052 0.46 15 62 23 
533891 1378292 300 15 3.0e-07 4.1e-05 0.0019 0.029 0.26 11 61 27 
533966 1378086 300 12 6.0e-08 1.2e-05 0.00073 0.015 0.14 8.1 59 33 
534043 1377874 300 9.7 1.0e-08 3.0e-06 0.00026 0.0075 0.077 5.7 55 39 
534122 1377658 300 7.9 1.6e-09 6.9e-07 8.6e-05 0.0036 0.041 3.8 51 45 
534202 1377437 300 6.4 2.1e-10 1.4e-07 2.6e-05 0.0016 0.022 2.4 45 52 
534284 1377212 300 5.3 2.5e-11 2.7e-08 7.3e-06 0.00070 0.012 1.5 39 59 
534368 1376981 300 4.3 2.5e-12 4.4e-09 1.8e-06 0.00028 0.0064 0.87 33 66 
534453 1376746 300 3.6 2.1e-13 6.5e-10 4.3e-07 0.00011 0.0034 0.48 27 73 
534540 1376507 300 3.1 1.6e-14 8.5e-11 9.0e-08 3.8e-05 0.0017 0.25 21 79 
534629 1376263 300 2.6 9.6e-16 9.6e-12 1.7e-08 1.3e-05 0.00087 0.12 16 84 
534720 1376013 300 2.2 4.9e-17 9.3e-13 2.9e-09 4.0e-06 0.00042 0.058 12 88 
534812 1375760 300 1.9 2.1e-18 8.0e-14 4.4e-10 1.2e-06 0.00019 0.026 8.5 91 
534906 1375501 300 1.7 7.6e-20 5.9e-15 5.9e-11 3.1e-07 8.6e-05 0.011 5.9 94 
535002 1375238 300 1.5 2.3e-21 3.7e-16 7.1e-12 7.9e-08 3.7e-05 0.0042 3.9 96 
535100 1374970 300 1.3 5.5e-23 2.0e-17 7.6e-13 1.8e-08 1.5e-05 0.0016 2.5 97 
535199 1374698 300 1.1 1.1e-24 9.4e-19 7.3e-14 4.0e-09 6.0e-06 0.00057 1.6 98 
535300 1374421 300 0.99 1.8e-26 3.7e-20 6.1e-15 8.0e-10 2.3e-06 0.00020 0.94 99 
535402 1374139 300 0.88 2.4e-28 1.2e-21 4.5e-16 1.5e-10 8.1e-07 6.8e-05 0.55 99 
535507 1373852 300 0.77 2.5e-30 3.4e-23 2.9e-17 2.5e-11 2.8e-07 2.4e-05 0.31 1.0e+02 
535613 1373561 300 0.68 2.1e-32 8.1e-25 1.6e-18 3.9e-12 9.2e-08 8.5e-06 0.17 1.0e+02 
535720 1373265 300 0.60 1.4e-34 1.6e-26 8.1e-20 5.7e-13 2.9e-08 3.2e-06 0.086 1.0e+02 
535830 1372964 300 0.52 7.0e-37 2.5e-28 3.4e-21 7.4e-14 8.7e-09 1.3e-06 0.043 1.0e+02 
535941 1372659 300 0.46 2.9e-39 3.4e-30 1.3e-22 8.8e-15 2.5e-09 5.3e-07 0.021 1.0e+02 
536054 1372349 300 0.40 9.0e-42 3.7e-32 4.0e-24 9.6e-16 6.7e-10 2.2e-07 0.0097 1.0e+02 
536169 1372034 300 0.35 2.1e-44 3.3e-34 1.1e-25 9.4e-17 1.7e-10 9.4e-08 0.0043 1.0e+02 
536285 1371714 300 0.30 3.9e-47 2.3e-36 2.5e-27 8.4e-18 4.1e-11 3.9e-08 0.0018 1.0e+02 
536403 1371390 300 0.26 5.4e-50 1.3e-38 4.8e-29 6.7e-19 9.4e-12 1.6e-08 0.00075 1.0e+02 
536523 1371061 300 0.22 5.6e-53 6.2e-41 7.8e-31 4.9e-20 2.0e-12 6.5e-09 0.00029 1.0e+02 
536644 1370728 300 0.19 4.4e-56 2.3e-43 1.1e-32 3.2e-21 4.1e-13 2.6e-09 0.00011 1.0e+02 
536767 1370389 300 0.16 2.4e-59 6.5e-46 1.2e-34 1.8e-22 7.9e-14 9.8e-10 4.0e-05 1.0e+02 
536892 1370046 300 0.13 1.0e-62 1.5e-48 1.2e-36 9.4e-24 1.4e-14 3.6e-10 1.4e-05 1.0e+02 
537018 1369699 300 0.11 3.1e-66 2.6e-51 9.6e-39 4.4e-25 2.4e-15 1.3e-10 4.5e-06 1.0e+02 
537147 1369346 300 0.088 6.7e-70 3.6e-54 6.2e-41 1.8e-26 3.8e-16 4.7e-11 1.4e-06 1.0e+02 
537277 1368989 300 0.071 1.0e-73 3.7e-57 3.3e-43 6.3e-28 5.6e-17 1.6e-11 4.1e-07 1.0e+02 
537408 1368628 300 0.057 1.2e-77 3.1e-60 1.5e-45 2.0e-29 7.9e-18 5.3e-12 1.2e-07 1.0e+02 
537542 1368261 300 0.045 8.8e-82 1.8e-63 5.2e-48 5.6e-31 1.0e-18 1.7e-12 3.2e-08 1.0e+02 
537677 1367890 300 0.035 4.7e-86 8.4e-67 1.5e-50 1.4e-32 1.2e-19 5.4e-13 8.2e-09 1.0e+02 
537814 1367514 300 0.027 1.7e-90 2.9e-70 3.5e-53 2.9e-34 1.4e-20 1.6e-13 2.0e-09 1.0e+02 
537952 1367133 300 0.020 4.3e-95 7.3e-74 6.4e-56 5.4e-36 1.4e-21 4.8e-14 4.7e-10 1.0e+02 
538092 1366748 300 0.015 7.4e-100 1.4e-77 9.4e-59 8.6e-38 1.4e-22 1.4e-14 1.1e-10 1.0e+02 
538234 1366358 300 0.011 8.4e-105 1.9e-81 1.1e-61 1.2e-39 1.2e-23 3.8e-15 2.4e-11 1.0e+02 
538378 1365963 300 0.0080 6.2e-110 1.9e-85 9.9e-65 1.4e-41 9.9e-25 1.0e-15 5.8e-12 1.0e+02 
538523 1365564 300 0.0057 3.1e-115 1.4e-89 7.1e-68 1.5e-43 7.5e-26 2.6e-16 1.5e-12 1.0e+02 
538670 1365160 300 0.0039 1.0e-120 7.2e-94 4.0e-71 1.3e-45 5.2e-27 6.3e-17 4.9e-13 1.0e+02 
538819 1364751 300 0.0027 2.1e-126 2.6e-98 1.7e-74 9.7e-48 3.3e-28 1.5e-17 1.9e-13 1.0e+02 
538970 1364338 300 0.0018 2.7e-132 6.9e-103 5.6e-78 6.2e-50 2.0e-29 3.4e-18 7.7e-14 1.0e+02 
539122 1363920 300 0.0012 2.3e-138 1.3e-107 1.4e-81 3.3e-52 1.1e-30 7.6e-19 3.3e-14 1.0e+02 
539276 1363497 300 0.00075 1.2e-144 1.6e-112 2.7e-85 1.5e-54 5.2e-32 1.6e-19 1.4e-14 1.0e+02 
539431 1363069 300 0.00047 3.8e-151 1.4e-117 3.9e-89 5.8e-57 2.3e-33 3.3e-20 6.2e-15 1.0e+02 
539589 1362637 300 0.00029 7.5e-158 8.2e-123 4.3e-93 1.9e-59 9.5e-35 6.4e-21 2.7e-15 1.0e+02 
539748 1362200 300 0.00017 8.9e-165 3.3e-128 3.5e-97 5.0e-62 3.5e-36 1.2e-21 1.1e-15 1.0e+02 
539909 1361758 300 9.9e-05 6.3e-172 8.8e-134 2.1e-101 1.1e-64 1.2e-37 2.2e-22 4.7e-16 1.0e+02 
540071 1361312 300 5.6e-05 2.7e-179 1.6e-139 9.3e-106 2.1e-67 3.6e-39 3.7e-23 2.0e-16 1.0e+02 
540235 1360861 300 3.1e-05 6.7e-187 1.9e-145 3.0e-110 3.1e-70 1.0e-40 6.2e-24 7.9e-17 1.0e+02 
540401 1360405 300 1.7e-05 9.6e-195 1.5e-151 7.1e-115 3.9e-73 2.5e-42 9.7e-25 3.2e-17 1.0e+02 
540569 1359945 300 8.7e-06 8.0e-203 7.6e-158 1.2e-119 4.0e-76 5.5e-44 1.5e-25 1.3e-17 1.0e+02 
540738 1359480 300 4.4e-06 3.8e-211 2.5e-164 1.5e-124 3.4e-79 1.1e-45 2.1e-26 4.9e-18 1.0e+02 
540909 1359010 300 2.2e-06 9.8e-220 5.2e-171 1.3e-129 2.3e-82 2.0e-47 2.8e-27 1.9e-18 1.0e+02 
541082 1358535 300 1.0e-06 1.4e-228 6.8e-178 8.1e-135 1.3e-85 3.2e-49 3.7e-28 7.0e-19 1.0e+02 
541256 1358056 300 4.8e-07 1.1e-237 5.7e-185 3.6e-140 5.6e-89 4.6e-51 4.6e-29 2.6e-19 1.0e+02 
541432 1357572 300 2.2e-07 4.8e-247 2.9e-192 1.1e-145 2.0e-92 5.9e-53 5.4e-30 9.5e-20 1.0e+02 
541610 1357083 300 9.3e-08 1.1e-256 9.1e-200 2.3e-151 5.7e-96 6.6e-55 6.0e-31 3.4e-20 1.0e+02 
541790 1356590 300 3.9e-08 1.3e-266 1.8e-207 3.4e-157 1.3e-99 6.7e-57 6.4e-32 1.2e-20 1.0e+02 
541971 1356092 300 1.6e-08 8.3e-277 2.1e-215 3.4e-163 2.3e-103 5.9e-59 6.4e-33 4.2e-21 1.0e+02 
542154 1355589 300 6.2e-09 2.7e-287 1.4e-223 2.3e-169 3.3e-107 4.6e-61 6.1e-34 1.4e-21 1.0e+02 
542339 1355082 300 2.3e-09 4.5e-298 5.9e-232 1.1e-175 3.6e-111 3.2e-63 5.4e-35 4.7e-22 1.0e+02 
542525 1354570 300 8.5e-10 3.8e-309 1.5e-240 3.3e-182 3.2e-115 1.9e-65 4.6e-36 1.5e-22 1.0e+02 
542713 1354053 300 3.0e-10 0.0 2.0e-249 6.8e-189 2.2e-119 1.0e-67 3.7e-37 5.0e-23 1.0e+02 
542903 1353531 300 1.0e-10 0.0 1.6e-258 9.0e-196 1.1e-123 4.8e-70 2.8e-38 1.6e-23 1.0e+02 
543094 1353005 300 3.3e-11 0.0 7.6e-268 8.1e-203 4.6e-128 1.9e-72 2.0e-39 4.8e-24 1.0e+02 
543288 1352474 300 1.0e-11 0.0 1.9e-277 4.6e-210 1.4e-132 6.8e-75 1.3e-40 1.5e-24 1.0e+02 
543483 1351939 300 3.1e-12 0.0 2.9e-287 1.7e-217 3.4e-137 2.1e-77 8.3e-42 4.3e-25 1.0e+02 
543679 1351398 300 8.8e-13 0.0 2.3e-297 4.1e-225 6.0e-142 5.5e-80 4.9e-43 1.3e-25 1.0e+02 
543878 1350853 300 2.4e-13 0.0 9.8e-308 6.1e-233 8.2e-147 1.3e-82 2.7e-44 3.6e-26 1.0e+02 
544078 1350303 300 6.4e-14 0.0 0.0 5.8e-241 8.4e-152 2.5e-85 1.4e-45 1.0e-26 1.0e+02 
544280 1349749 300 1.6e-14 0.0 0.0 3.5e-249 6.5e-157 4.2e-88 6.7e-47 2.7e-27 1.0e+02 
544483 1349190 300 3.9e-15 0.0 0.0 1.3e-257 3.7e-162 6.1e-91 3.0e-48 7.2e-28 1.0e+02 
544688 1348626 300 9.0e-16 0.0 0.0 2.9e-266 1.6e-167 7.5e-94 1.3e-49 1.9e-28 1.0e+02 
544895 1348058 300 2.0e-16 0.0 0.0 4.1e-275 5.1e-173 7.9e-97 5.0e-51 4.7e-29 1.0e+02 
545104 1347484 300 4.2e-17 0.0 0.0 3.4e-284 1.1e-178 7.0e-100 1.8e-52 1.2e-29 1.0e+02 
545314 1346907 300 8.5e-18 0.0 0.0 1.8e-293 2.0e-184 5.4e-103 6.3e-54 2.8e-30 1.0e+02 
545526 1346324 300 1.6e-18 0.0 0.0 5.2e-303 2.4e-190 3.5e-106 2.0e-55 6.7e-31 1.0e+02 
545740 1345737 300 3.0e-19 0.0 0.0 0.0 2.1e-196 1.9e-109 5.8e-57 1.5e-31 1.0e+02 
545955 1345145 300 5.1e-20 0.0 0.0 0.0 1.4e-202 8.5e-113 1.6e-58 3.4e-32 1.0e+02 
546173 1344548 300 8.5e-21 0.0 0.0 0.0 6.2e-209 3.2e-116 3.9e-60 7.5e-33 1.0e+02 
546391 1343946 300 1.3e-21 0.0 0.0 0.0 2.0e-215 1.0e-119 9.0e-62 1.6e-33 1.0e+02 
546612 1343340 300 2.0e-22 0.0 0.0 0.0 4.6e-222 2.7e-123 1.9e-63 3.3e-34 1.0e+02 
546834 1342730 300 2.8e-23 0.0 0.0 0.0 7.7e-229 6.1e-127 3.8e-65 6.5e-35 1.0e+02 
547058 1342114 300 3.8e-24 0.0 0.0 0.0 8.6e-236 1.1e-130 6.9e-67 1.3e-35 1.0e+02 
547284 1341494 300 4.8e-25 0.0 0.0 0.0 6.8e-243 1.7e-134 1.1e-68 2.4e-36 1.0e+02 
547512 1340869 300 5.7e-26 0.0 0.0 0.0 3.7e-250 2.1e-138 1.7e-70 4.4e-37 1.0e+02 
547741 1340239 300 6.5e-27 0.0 0.0 0.0 1.4e-257 2.1e-142 2.4e-72 7.9e-38 1.0e+02 
547972 1339605 300 7.0e-28 0.0 0.0 0.0 3.6e-265 1.7e-146 3.1e-74 1.4e-38 1.0e+02 
548204 1338966 300 7.1e-29 0.0 0.0 0.0 6.4e-273 1.2e-150 3.6e-76 2.3e-39 1.0e+02 
548438 1338322 300 6.7e-30 0.0 0.0 0.0 7.6e-281 6.6e-155 3.9e-78 3.7e-40 1.0e+02 
548674 1337674 300 6.1e-31 0.0 0.0 0.0 6.2e-289 3.0e-159 3.8e-80 5.8e-41 1.0e+02 
548912 1337021 300 5.2e-32 0.0 0.0 0.0 0.0 1.1e-163 3.4e-82 8.9e-42 1.0e+02 
549152 1336363 300 4.1e-33 0.0 0.0 0.0 0.0 3.2e-168 2.7e-84 1.3e-42 1.0e+02 
549393 1335701 300 3.1e-34 0.0 0.0 0.0 0.0 7.6e-173 2.0e-86 1.9e-43 1.0e+02 
549636 1335033 300 2.2e-35 0.0 0.0 0.0 0.0 1.4e-177 1.3e-88 2.6e-44 1.0e+02 
549880 1334362 300 1.4e-36 0.0 0.0 0.0 0.0 2.2e-182 7.8e-91 3.4e-45 1.0e+02 
550126 1333685 300 8.9e-38 0.0 0.0 0.0 0.0 2.6e-187 4.2e-93 4.4e-46 1.0e+02 
550374 1333004 300 5.2e-39 0.0 0.0 0.0 0.0 2.5e-192 2.1e-95 5.4e-47 1.0e+02 
550624 1332318 300 2.8e-40 0.0 0.0 0.0 0.0 1.9e-197 9.0e-98 6.4e-48 1.0e+02 
550875 1331627 300 1.4e-41 0.0 0.0 0.0 0.0 1.1e-202 3.6e-100 7.3e-49 1.0e+02 
551128 1330932 300 6.9e-43 0.0 0.0 0.0 0.0 5.2e-208 1.3e-102 8.1e-50 1.0e+02 
551383 1330232 300 3.1e-44 0.0 0.0 0.0 0.0 1.9e-213 4.0e-105 8.6e-51 1.0e+02 
551640 1329527 300 1.3e-45 0.0 0.0 0.0 0.0 5.3e-219 1.1e-107 8.8e-52 1.0e+02 
551898 1328817 300 4.9e-47 0.0 0.0 0.0 0.0 1.2e-224 2.9e-110 8.6e-53 1.0e+02 
552158 1328103 300 1.8e-48 0.0 0.0 0.0 0.0 2.0e-230 6.6e-113 8.1e-54 1.0e+02 
552420 1327384 300 6.0e-50 0.0 0.0 0.0 0.0 2.6e-236 1.3e-115 7.3e-55 1.0e+02 
552683 1326661 300 1.9e-51 0.0 0.0 0.0 0.0 2.7e-242 2.4e-118 6.4e-56 1.0e+02 
552948 1325933 300 5.4e-53 0.0 0.0 0.0 0.0 2.1e-248 3.8e-121 5.3e-57 1.0e+02 
553215 1325200 300 1.5e-54 0.0 0.0 0.0 0.0 1.3e-254 5.4e-124 4.2e-58 1.0e+02 
553483 1324462 300 3.7e-56 0.0 0.0 0.0 0.0 5.7e-261 6.6e-127 3.1e-59 1.0e+02 
553753 1323720 300 9.5e-58 0.0 0.0 0.0 0.0 0.0 6.7e-130 2.1e-60 1.0e+02 
554025 1322973 300 3.3e-59 0.0 0.0 0.0 0.0 0.0 4.0e-133 9.0e-62 1.0e+02 
554299 1322221 300 2.4e-60 0.0 0.0 0.0 0.0 0.0 9.3e-137 1.6e-63 1.0e+02 
554574 1321464 300 2.9e-61 0.0 0.0 0.0 0.0 0.0 1.1e-140 1.6e-65 1.0e+02 
554851 1320703 300 3.7e-62 0.0 0.0 0.0 0.0 0.0 9.5e-145 1.3e-67 1.0e+02 
555130 1319937 300 4.7e-63 0.0 0.0 0.0 0.0 0.0 6.8e-149 9.0e-70 1.0e+02 
555411 1319167 300 5.7e-64 0.0 0.0 0.0 0.0 0.0 4.1e-153 5.8e-72 1.0e+02 
555693 1318392 300 6.8e-65 0.0 0.0 0.0 0.0 0.0 2.0e-157 3.4e-74 1.0e+02 
555977 1317612 300 7.7e-66 0.0 0.0 0.0 0.0 0.0 8.4e-162 1.8e-76 1.0e+02 
556262 1316827 300 8.5e-67 0.0 0.0 0.0 0.0 0.0 2.9e-166 8.8e-79 1.0e+02 
556549 1316038 300 9.0e-68 0.0 0.0 0.0 0.0 0.0 8.2e-171 3.9e-81 1.0e+02 
556839 1315244 300 9.2e-69 0.0 0.0 0.0 0.0 0.0 1.9e-175 1.5e-83 1.0e+02 
557129 1314445 300 9.0e-70 0.0 0.0 0.0 0.0 0.0 3.7e-180 5.5e-86 1.0e+02 
557422 1313641 300 8.5e-71 0.0 0.0 0.0 0.0 0.0 5.9e-185 1.8e-88 1.0e+02 
557716 1312833 300 7.7e-72 0.0 0.0 0.0 0.0 0.0 7.7e-190 5.1e-91 1.0e+02 
558012 1312020 300 6.7e-73 0.0 0.0 0.0 0.0 0.0 8.2e-195 1.3e-93 1.0e+02 
558309 1311203 300 5.6e-74 0.0 0.0 0.0 0.0 0.0 7.2e-200 3.2e-96 1.0e+02 
558608 1310381 300 4.5e-75 0.0 0.0 0.0 0.0 0.0 5.2e-205 6.8e-99 1.0e+02 
558909 1309554 300 3.5e-76 0.0 0.0 0.0 0.0 0.0 3.0e-210 1.3e-101 1.0e+02 
559212 1308722 300 2.6e-77 0.0 0.0 0.0 0.0 0.0 1.4e-215 2.2e-104 1.0e+02 
559517 1307886 300 1.8e-78 0.0 0.0 0.0 0.0 0.0 5.4e-221 3.3e-107 1.0e+02 
559823 1307045 300 1.2e-79 0.0 0.0 0.0 0.0 0.0 1.7e-226 4.6e-110 1.0e+02 
560130 1306199 300 8.0e-81 0.0 0.0 0.0 0.0 0.0 4.1e-232 5.6e-113 1.0e+02 
560440 1305349 300 4.9e-82 0.0 0.0 0.0 0.0 0.0 8.3e-238 6.1e-116 1.0e+02 
560751 1304493 300 2.9e-83 0.0 0.0 0.0 0.0 0.0 0.0 5.9e-119 1.0e+02 
561064 1303634 300 1.6e-84 0.0 0.0 0.0 0.0 0.0 0.0 5.2e-122 1.0e+02 
561379 1302769 300 8.8e-86 0.0 0.0 0.0 0.0 0.0 0.0 4.0e-125 1.0e+02 
561695 1301900 300 4.5e-87 0.0 0.0 0.0 0.0 0.0 0.0 2.7e-128 1.0e+02 
562013 1301026 300 2.2e-88 0.0 0.0 0.0 0.0 0.0 0.0 1.6e-131 1.0e+02 
562333 1300147 300 1.0e-89 0.0 0.0 0.0 0.0 0.0 0.0 8.8e-135 1.0e+02 
562655 1299264 300 4.6e-91 0.0 0.0 0.0 0.0 0.0 0.0 4.2e-138 1.0e+02 
562978 1298376 300 2.0e-92 0.0 0.0 0.0 0.0 0.0 0.0 1.8e-141 1.0e+02 
563303 1297483 300 7.9e-94 0.0 0.0 0.0 0.0 0.0 0.0 6.5e-145 1.0e+02 
563629 1296586 300 3.0e-95 0.0 0.0 0.0 0.0 0.0 0.0 2.2e-148 1.0e+02 
563958 1295684 300 1.1e-96 0.0 0.0 0.0 0.0 0.0 0.0 6.2e-152 1.0e+02 
564288 1294777 300 3.8e-98 0.0 0.0 0.0 0.0 0.0 0.0 1.6e-155 1.0e+02 
564619 1293866 300 1.2e-99 0.0 0.0 0.0 0.0 0.0 0.0 3.5e-159 1.0e+02 
564953 1292949 300 3.9e-101 0.0 0.0 0.0 0.0 0.0 0.0 6.8e-163 1.0e+02 
565288 1292028 300 1.1e-102 0.0 0.0 0.0 0.0 0.0 0.0 1.2e-166 1.0e+02 
565625 1291103 300 3.2e-104 0.0 0.0 0.0 0.0 0.0 0.0 1.7e-170 1.0e+02 
565964 1290173 300 8.4e-106 0.0 0.0 0.0 0.0 0.0 0.0 2.3e-174 1.0e+02 
566304 1289238 300 2.1e-107 0.0 0.0 0.0 0.0 0.0 0.0 2.6e-178 1.0e+02 
532301 1382667 300 4.7e+03 6.9 18 29 29 14 3.3 0.39 0.012 
532313 1382640 300 4.8e+03 6.9 18 29 29 14 3.3 0.39 0.012 
532328 1382608 300 4.9e+03 6.8 18 29 29 14 3.3 0.40 0.012 
532345 1382572 300 4.9e+03 6.7 18 29 29 14 3.4 0.41 0.013 
532364 1382531 300 5.0e+03 6.6 17 29 29 14 3.5 0.42 0.013 
532385 1382486 300 5.0e+03 6.4 17 29 29 14 3.6 0.44 0.014 
532408 1382436 300 5.0e+03 6.1 17 29 29 15 3.7 0.46 0.015 
532434 1382382 300 4.9e+03 5.8 16 28 30 15 3.9 0.49 0.016 
532461 1382323 300 4.8e+03 5.5 16 28 30 16 4.2 0.53 0.017 
532491 1382260 300 4.7e+03 5.0 15 28 30 16 4.5 0.58 0.019 
532522 1382192 300 4.4e+03 4.5 14 27 31 17 4.9 0.64 0.021 
532556 1382119 300 4.2e+03 4.0 13 27 31 18 5.4 0.73 0.024 
532592 1382042 300 3.8e+03 3.5 12 26 32 20 6.0 0.84 0.029 
532630 1381960 300 3.5e+03 2.9 11 25 32 21 6.8 0.99 0.034 
532670 1381874 300 3.1e+03 2.4 9.9 24 32 23 7.8 1.2 0.042 
532713 1381784 300 2.6e+03 1.9 8.5 22 32 24 9.1 1.4 0.053 
532757 1381689 300 2.2e+03 1.5 7.2 21 32 26 11 1.8 0.068 
532803 1381589 300 1.9e+03 1.2 6.0 19 31 28 13 2.2 0.088 
532852 1381485 300 1.5e+03 0.90 4.9 16 29 31 15 2.9 0.12 
532903 1381376 300 1.2e+03 0.67 3.8 14 27 32 18 3.7 0.16 
532956 1381263 300 9.8e+02 0.49 2.9 12 25 34 21 4.8 0.22 
533011 1381145 300 7.7e+02 0.35 2.2 9.4 22 35 25 6.2 0.30 
533068 1381022 300 6.1e+02 0.25 1.6 7.3 18 35 30 8.0 0.41 
533127 1380896 300 4.7e+02 0.17 1.2 5.5 15 34 34 10 0.57 
533188 1380764 300 3.7e+02 0.11 0.81 4.0 11 32 38 13 0.79 
533251 1380628 300 2.9e+02 0.068 0.55 2.9 8.5 29 42 17 1.1 
533317 1380488 300 2.3e+02 0.040 0.36 2.0 6.1 25 45 20 1.5 
533385 1380343 300 1.8e+02 0.022 0.22 1.3 4.2 21 47 25 2.0 
533454 1380193 300 1.4e+02 0.012 0.13 0.85 2.8 17 47 30 2.7 
533526 1380039 300 1.1e+02 0.0057 0.076 0.53 1.8 13 46 35 3.6 
533600 1379880 300 87 0.0026 0.041 0.32 1.1 9.4 44 40 4.7 
533676 1379717 300 69 0.0011 0.021 0.19 0.71 6.7 41 45 6.1 
533754 1379550 300 55 0.00042 0.0098 0.11 0.44 4.5 37 50 7.8 
533835 1379377 300 44 0.00015 0.0044 0.057 0.27 2.9 32 54 10 
