#Easting Northing Elev. Mass/Area  [-4->-3) [-3->-2) [-2->-1) [-1->0) [0->1) [1->2) [2->3) [3->4) 
540973 1333445 300 2.6e-32 0.0 0.0 0.0 0.0 3.7e-167 1.9e-80 1.2e-37 1.0e+02 
541097 1332745 300 2.0e-33 0.0 0.0 0.0 0.0 7.9e-172 1.4e-82 1.8e-38 1.0e+02 
541221 1332041 300 1.5e-34 0.0 0.0 0.0 0.0 1.3e-176 9.6e-85 2.8e-39 1.0e+02 
541346 1331332 300 1.1e-35 0.0 0.0 0.0 0.0 1.8e-181 5.9e-87 4.0e-40 1.0e+02 
541472 1330618 300 7.1e-37 0.0 0.0 0.0 0.0 2.0e-186 3.3e-89 5.7e-41 1.0e+02 
541598 1329899 300 4.4e-38 0.0 0.0 0.0 0.0 1.7e-191 1.7e-91 7.7e-42 1.0e+02 
541726 1329176 300 2.6e-39 0.0 0.0 0.0 0.0 1.2e-196 7.5e-94 1.0e-42 1.0e+02 
541855 1328447 300 1.4e-40 0.0 0.0 0.0 0.0 6.0e-202 3.0e-96 1.2e-43 1.0e+02 
541984 1327713 300 7.6e-42 0.0 0.0 0.0 0.0 2.4e-207 1.0e-98 1.4e-44 1.0e+02 
542114 1326975 300 4.4e-43 0.0 0.0 0.0 0.0 6.3e-213 2.8e-101 1.4e-45 1.0e+02 
542245 1326231 300 3.9e-44 0.0 0.0 0.0 0.0 7.9e-219 4.1e-104 7.7e-47 1.0e+02 
542377 1325483 300 6.2e-45 0.0 0.0 0.0 0.0 4.1e-225 2.8e-107 2.2e-48 1.0e+02 
542510 1324729 300 1.3e-45 0.0 0.0 0.0 0.0 1.1e-231 1.2e-110 4.1e-50 1.0e+02 
542644 1323971 300 2.8e-46 0.0 0.0 0.0 0.0 2.1e-238 4.1e-114 6.7e-52 1.0e+02 
542778 1323208 300 6.2e-47 0.0 0.0 0.0 0.0 2.9e-245 1.2e-117 9.8e-54 1.0e+02 
542914 1322439 300 1.3e-47 0.0 0.0 0.0 0.0 2.9e-252 2.7e-121 1.3e-55 1.0e+02 
543050 1321666 300 2.7e-48 0.0 0.0 0.0 0.0 2.1e-259 5.5e-125 1.6e-57 1.0e+02 
543187 1320888 300 5.4e-49 0.0 0.0 0.0 0.0 1.1e-266 9.3e-129 1.8e-59 1.0e+02 
543325 1320105 300 1.1e-49 0.0 0.0 0.0 0.0 0.0 1.3e-132 1.8e-61 1.0e+02 
543464 1319318 300 2.0e-50 0.0 0.0 0.0 0.0 0.0 1.6e-136 1.7e-63 1.0e+02 
543604 1318525 300 3.7e-51 0.0 0.0 0.0 0.0 0.0 1.6e-140 1.4e-65 1.0e+02 
543745 1317727 300 6.6e-52 0.0 0.0 0.0 0.0 0.0 1.4e-144 1.1e-67 1.0e+02 
543886 1316925 300 1.1e-52 0.0 0.0 0.0 0.0 0.0 9.9e-149 7.7e-70 1.0e+02 
544029 1316117 300 1.9e-53 0.0 0.0 0.0 0.0 0.0 5.8e-153 4.9e-72 1.0e+02 
544172 1315305 300 3.0e-54 0.0 0.0 0.0 0.0 0.0 2.9e-157 2.8e-74 1.0e+02 
544316 1314487 300 4.7e-55 0.0 0.0 0.0 0.0 0.0 1.2e-161 1.5e-76 1.0e+02 
544461 1313665 300 7.1e-56 0.0 0.0 0.0 0.0 0.0 4.0e-166 7.1e-79 1.0e+02 
544607 1312838 300 1.0e-56 0.0 0.0 0.0 0.0 0.0 1.1e-170 3.1e-81 1.0e+02 
544754 1312005 300 1.4e-57 0.0 0.0 0.0 0.0 0.0 2.6e-175 1.2e-83 1.0e+02 
544901 1311168 300 1.9e-58 0.0 0.0 0.0 0.0 0.0 5.1e-180 4.2e-86 1.0e+02 
545050 1310326 300 2.5e-59 0.0 0.0 0.0 0.0 0.0 8.0e-185 1.3e-88 1.0e+02 
545199 1309479 300 3.1e-60 0.0 0.0 0.0 0.0 0.0 1.0e-189 3.9e-91 1.0e+02 
545349 1308628 300 3.7e-61 0.0 0.0 0.0 0.0 0.0 1.1e-194 1.0e-93 1.0e+02 
545500 1307771 300 4.3e-62 0.0 0.0 0.0 0.0 0.0 9.7e-200 2.3e-96 1.0e+02 
545652 1306909 300 4.8e-63 0.0 0.0 0.0 0.0 0.0 6.9e-205 4.9e-99 1.0e+02 
545805 1306042 300 5.1e-64 0.0 0.0 0.0 0.0 0.0 4.0e-210 9.2e-102 1.0e+02 
545959 1305171 300 5.2e-65 0.0 0.0 0.0 0.0 0.0 1.9e-215 1.6e-104 1.0e+02 
546113 1304294 300 5.1e-66 0.0 0.0 0.0 0.0 0.0 7.1e-221 2.4e-107 1.0e+02 
546269 1303413 300 4.8e-67 0.0 0.0 0.0 0.0 0.0 2.2e-226 3.2e-110 1.0e+02 
546425 1302527 300 4.3e-68 0.0 0.0 0.0 0.0 0.0 5.4e-232 3.9e-113 1.0e+02 
546582 1301635 300 3.7e-69 0.0 0.0 0.0 0.0 0.0 1.1e-237 4.2e-116 1.0e+02 
546740 1300739 300 3.1e-70 0.0 0.0 0.0 0.0 0.0 1.7e-243 4.0e-119 1.0e+02 
546899 1299838 300 2.4e-71 0.0 0.0 0.0 0.0 0.0 2.2e-249 3.5e-122 1.0e+02 
547059 1298932 300 1.8e-72 0.0 0.0 0.0 0.0 0.0 0.0 2.6e-125 1.0e+02 
547219 1298021 300 1.3e-73 0.0 0.0 0.0 0.0 0.0 0.0 1.8e-128 1.0e+02 
547381 1297105 300 9.0e-75 0.0 0.0 0.0 0.0 0.0 0.0 1.1e-131 1.0e+02 
547543 1296184 300 5.9e-76 0.0 0.0 0.0 0.0 0.0 0.0 5.7e-135 1.0e+02 
547706 1295259 300 3.7e-77 0.0 0.0 0.0 0.0 0.0 0.0 2.7e-138 1.0e+02 
547871 1294328 300 2.2e-78 0.0 0.0 0.0 0.0 0.0 0.0 1.1e-141 1.0e+02 
548036 1293393 300 1.3e-79 0.0 0.0 0.0 0.0 0.0 0.0 4.2e-145 1.0e+02 
548201 1292452 300 6.9e-81 0.0 0.0 0.0 0.0 0.0 0.0 1.3e-148 1.0e+02 
548368 1291507 300 3.6e-82 0.0 0.0 0.0 0.0 0.0 0.0 3.8e-152 1.0e+02 
548536 1290556 300 1.7e-83 0.0 0.0 0.0 0.0 0.0 0.0 9.6e-156 1.0e+02 
548704 1289601 300 8.1e-85 0.0 0.0 0.0 0.0 0.0 0.0 2.1e-159 1.0e+02 
548873 1288641 300 3.6e-86 0.0 0.0 0.0 0.0 0.0 0.0 4.1e-163 1.0e+02 
549044 1287676 300 1.5e-87 0.0 0.0 0.0 0.0 0.0 0.0 6.9e-167 1.0e+02 
549215 1286706 300 6.1e-89 0.0 0.0 0.0 0.0 0.0 0.0 1.0e-170 1.0e+02 
549387 1285731 300 2.3e-90 0.0 0.0 0.0 0.0 0.0 0.0 1.3e-174 1.0e+02 
549559 1284751 300 8.3e-92 0.0 0.0 0.0 0.0 0.0 0.0 1.5e-178 1.0e+02 
532296 1382666 300 4.7e+03 6.9 18 29 29 14 3.3 0.39 0.012 
532304 1382637 300 4.8e+03 6.9 18 29 29 14 3.3 0.39 0.012 
532313 1382603 300 4.9e+03 6.8 18 29 29 14 3.3 0.40 0.012 
532324 1382564 300 5.0e+03 6.7 18 29 29 14 3.4 0.41 0.013 
532335 1382521 300 5.0e+03 6.6 18 29 29 14 3.5 0.42 0.013 
532348 1382473 300 5.1e+03 6.4 17 29 29 14 3.6 0.43 0.014 
532362 1382420 300 5.1e+03 6.2 17 29 29 15 3.7 0.45 0.014 
532378 1382362 300 5.1e+03 5.8 16 29 30 15 3.9 0.48 0.015 
532395 1382299 300 5.0e+03 5.5 16 28 30 16 4.1 0.52 0.017 
532413 1382231 300 4.8e+03 5.1 15 28 30 16 4.4 0.57 0.018 
532432 1382159 300 4.6e+03 4.6 14 28 31 17 4.8 0.63 0.020 
532453 1382081 300 4.4e+03 4.1 14 27 31 18 5.2 0.71 0.023 
532475 1381999 300 4.0e+03 3.5 13 26 32 19 5.8 0.81 0.027 
532498 1381912 300 3.7e+03 3.0 11 25 32 21 6.6 0.94 0.033 
532523 1381821 300 3.3e+03 2.5 10 24 32 22 7.5 1.1 0.040 
532549 1381724 300 2.8e+03 2.1 8.9 23 32 24 8.7 1.4 0.049 
532576 1381623 300 2.4e+03 1.7 7.7 21 32 26 10 1.7 0.062 
532604 1381516 300 2.0e+03 1.3 6.5 19 31 28 12 2.1 0.081 
532634 1381405 300 1.7e+03 1.0 5.4 17 30 30 14 2.6 0.11 
532665 1381289 300 1.4e+03 0.78 4.4 15 28 31 17 3.4 0.14 
532698 1381169 300 1.1e+03 0.59 3.5 13 26 33 20 4.3 0.19 
532731 1381043 300 8.7e+02 0.44 2.7 11 23 34 23 5.6 0.26 
532766 1380913 300 6.9e+02 0.32 2.1 8.8 20 34 27 7.1 0.36 
532802 1380777 300 5.4e+02 0.22 1.5 6.9 17 33 31 9.2 0.50 
532840 1380637 300 4.2e+02 0.15 1.1 5.3 14 32 35 12 0.68 
532879 1380493 300 3.3e+02 0.096 0.80 4.0 11 30 39 15 0.93 
532919 1380343 300 2.6e+02 0.059 0.54 2.9 8.2 26 42 18 1.3 
532960 1380188 300 2.0e+02 0.034 0.36 2.1 6.0 23 45 22 1.7 
533003 1380029 300 1.6e+02 0.019 0.22 1.4 4.4 19 46 27 2.3 
533047 1379865 300 1.2e+02 0.0094 0.13 0.96 3.1 15 46 32 3.1 
533092 1379696 300 98 0.0045 0.075 0.62 2.1 12 45 37 4.0 
533139 1379522 300 77 0.0019 0.040 0.38 1.5 8.5 42 42 5.3 
533187 1379343 300 61 0.00078 0.020 0.23 0.99 6.0 39 47 6.8 
533236 1379160 300 49 0.00029 0.0094 0.13 0.66 4.1 35 52 8.7 
533286 1378971 300 39 9.9e-05 0.0041 0.070 0.43 2.7 30 56 11 
533338 1378778 300 31 3.0e-05 0.0017 0.036 0.27 1.8 25 59 14 
533391 1378580 300 25 8.5e-06 0.00063 0.017 0.16 1.1 21 61 17 
533446 1378377 300 20 2.1e-06 0.00022 0.0078 0.097 0.67 16 62 21 
533501 1378169 300 16 4.9e-07 6.9e-05 0.0033 0.056 0.40 12 61 26 
533558 1377957 300 13 9.8e-08 2.0e-05 0.0013 0.030 0.24 9.1 60 31 
533616 1377740 300 10 1.8e-08 5.3e-06 0.00049 0.016 0.14 6.5 57 37 
533676 1377517 300 8.2 2.7e-09 1.3e-06 0.00017 0.0079 0.083 4.4 53 43 
533737 1377290 300 6.7 3.8e-10 2.7e-07 5.2e-05 0.0037 0.049 2.9 47 50 
533799 1377059 300 5.4 4.6e-11 5.3e-08 1.5e-05 0.0017 0.028 1.8 42 57 
533862 1376822 300 4.5 4.7e-12 9.1e-09 4.0e-06 0.00071 0.016 1.1 36 63 
533927 1376581 300 3.7 4.2e-13 1.4e-09 9.6e-07 0.00028 0.0092 0.61 29 70 
533993 1376334 300 3.1 3.1e-14 1.8e-10 2.1e-07 0.00011 0.0050 0.33 24 76 
534060 1376083 300 2.7 2.0e-15 2.2e-11 4.1e-08 3.7e-05 0.0026 0.17 18 82 
534129 1375827 300 2.3 1.1e-16 2.2e-12 7.2e-09 1.2e-05 0.0013 0.081 14 86 
534199 1375566 300 1.9 4.7e-18 1.9e-13 1.1e-09 3.7e-06 0.00066 0.037 10 90 
534270 1375301 300 1.7 1.8e-19 1.5e-14 1.6e-10 1.1e-06 0.00031 0.016 7.0 93 
534342 1375030 300 1.5 5.4e-21 9.8e-16 2.0e-11 2.8e-07 0.00014 0.0069 4.7 95 
534416 1374755 300 1.3 1.4e-22 5.5e-17 2.3e-12 6.9e-08 6.1e-05 0.0028 3.1 97 
534491 1374475 300 1.1 2.8e-24 2.7e-18 2.3e-13 1.6e-08 2.5e-05 0.0011 2.0 98 
534568 1374190 300 1.0 4.8e-26 1.1e-19 2.0e-14 3.3e-09 1.0e-05 0.00044 1.2 99 
534645 1373900 300 0.88 6.4e-28 3.8e-21 1.5e-15 6.5e-10 3.8e-06 0.00018 0.72 99 
534724 1373605 300 0.78 7.0e-30 1.1e-22 1.0e-16 1.2e-10 1.4e-06 7.5e-05 0.41 1.0e+02 
534804 1373306 300 0.68 6.1e-32 2.7e-24 6.0e-18 1.9e-11 4.9e-07 3.3e-05 0.23 1.0e+02 
534886 1373002 300 0.60 4.1e-34 5.4e-26 3.1e-19 2.9e-12 1.6e-07 1.5e-05 0.12 1.0e+02 
534969 1372693 300 0.53 2.2e-36 9.1e-28 1.4e-20 4.0e-13 5.1e-08 6.9e-06 0.061 1.0e+02 
535053 1372379 300 0.46 9.3e-39 1.3e-29 5.2e-22 5.0e-14 1.5e-08 3.2e-06 0.030 1.0e+02 
535138 1372060 300 0.41 3.0e-41 1.4e-31 1.7e-23 5.7e-15 4.4e-09 1.5e-06 0.014 1.0e+02 
535225 1371736 300 0.35 7.4e-44 1.3e-33 4.8e-25 5.9e-16 1.2e-09 6.7e-07 0.0065 1.0e+02 
535313 1371408 300 0.31 1.4e-46 9.7e-36 1.2e-26 5.6e-17 3.0e-10 3.0e-07 0.0028 1.0e+02 
535402 1371075 300 0.26 2.0e-49 5.9e-38 2.4e-28 4.8e-18 7.4e-11 1.3e-07 0.0012 1.0e+02 
535493 1370737 300 0.23 2.2e-52 2.8e-40 4.0e-30 3.6e-19 1.7e-11 5.6e-08 0.00048 1.0e+02 
535585 1370394 300 0.19 1.7e-55 1.1e-42 5.8e-32 2.5e-20 3.6e-12 2.4e-08 0.00018 1.0e+02 
535678 1370046 300 0.16 1.0e-58 3.2e-45 7.0e-34 1.5e-21 7.4e-13 9.6e-09 6.8e-05 1.0e+02 
535772 1369693 300 0.14 4.3e-62 7.4e-48 6.9e-36 8.2e-23 1.4e-13 3.8e-09 2.4e-05 1.0e+02 
535868 1369336 300 0.11 1.4e-65 1.4e-50 5.8e-38 4.0e-24 2.5e-14 1.5e-09 8.0e-06 1.0e+02 
535965 1368974 300 0.094 3.1e-69 2.0e-53 4.0e-40 1.7e-25 4.2e-15 5.5e-10 2.6e-06 1.0e+02 
536064 1368607 300 0.077 4.9e-73 2.1e-56 2.2e-42 6.5e-27 6.6e-16 2.0e-10 7.8e-07 1.0e+02 
536163 1368235 300 0.062 5.6e-77 1.8e-59 1.0e-44 2.2e-28 9.8e-17 7.1e-11 2.3e-07 1.0e+02 
536264 1367858 300 0.050 4.4e-81 1.1e-62 3.7e-47 6.4e-30 1.3e-17 2.4e-11 6.4e-08 1.0e+02 
536366 1367477 300 0.039 2.5e-85 5.4e-66 1.1e-49 1.6e-31 1.7e-18 8.2e-12 1.8e-08 1.0e+02 
536470 1367090 300 0.030 9.2e-90 1.9e-69 2.7e-52 3.7e-33 2.0e-19 2.6e-12 4.6e-09 1.0e+02 
536575 1366699 300 0.023 2.4e-94 5.0e-73 5.2e-55 7.2e-35 2.2e-20 8.2e-13 1.2e-09 1.0e+02 
536681 1366303 300 0.018 4.2e-99 9.8e-77 7.9e-58 1.2e-36 2.3e-21 2.5e-13 3.5e-10 1.0e+02 
536788 1365902 300 0.013 4.9e-104 1.4e-80 9.6e-61 1.8e-38 2.1e-22 7.3e-14 1.1e-10 1.0e+02 
536897 1365497 300 0.0096 3.9e-109 1.5e-84 9.2e-64 2.3e-40 1.9e-23 2.1e-14 4.2e-11 1.0e+02 
537007 1365086 300 0.0069 2.0e-114 1.1e-88 6.8e-67 2.5e-42 1.5e-24 5.6e-15 1.8e-11 1.0e+02 
537118 1364671 300 0.0049 6.6e-120 6.0e-93 4.0e-70 2.3e-44 1.1e-25 1.5e-15 8.2e-12 1.0e+02 
537231 1364250 300 0.0034 1.4e-125 2.2e-97 1.8e-73 1.8e-46 7.6e-27 3.8e-16 3.9e-12 1.0e+02 
537345 1363825 300 0.0023 1.9e-131 6.0e-102 6.0e-77 1.2e-48 4.7e-28 9.2e-17 1.8e-12 1.0e+02 
537460 1363396 300 0.0015 1.6e-137 1.2e-106 1.6e-80 7.0e-51 2.7e-29 2.2e-17 8.6e-13 1.0e+02 
537576 1362961 300 0.0010 8.8e-144 1.5e-111 3.2e-84 3.4e-53 1.4e-30 4.9e-18 4.0e-13 1.0e+02 
537694 1362521 300 0.00063 2.9e-150 1.3e-116 4.8e-88 1.4e-55 6.7e-32 1.1e-18 1.9e-13 1.0e+02 
537813 1362077 300 0.00040 5.9e-157 8.4e-122 5.5e-92 4.6e-58 2.9e-33 2.2e-19 8.5e-14 1.0e+02 
537934 1361628 300 0.00024 7.2e-164 3.5e-127 4.7e-96 1.3e-60 1.2e-34 4.5e-20 3.8e-14 1.0e+02 
538055 1361174 300 0.00014 5.4e-171 9.9e-133 2.9e-100 3.1e-63 4.1e-36 8.6e-21 1.7e-14 1.0e+02 
538178 1360715 300 8.3e-05 2.3e-178 1.8e-138 1.4e-104 6.0e-66 1.3e-37 1.6e-21 7.5e-15 1.0e+02 
538302 1360252 300 4.7e-05 6.1e-186 2.3e-144 4.7e-109 9.8e-69 3.9e-39 2.8e-22 3.3e-15 1.0e+02 
538428 1359783 300 2.6e-05 8.8e-194 1.8e-150 1.1e-113 1.3e-71 1.0e-40 4.7e-23 1.4e-15 1.0e+02 
538555 1359310 300 1.4e-05 7.6e-202 9.8e-157 2.0e-118 1.4e-74 2.5e-42 7.5e-24 5.9e-16 1.0e+02 
538683 1358832 300 7.2e-06 3.7e-210 3.3e-163 2.6e-123 1.2e-77 5.3e-44 1.1e-24 2.4e-16 1.0e+02 
538812 1358349 300 3.6e-06 9.9e-219 7.2e-170 2.4e-128 9.0e-81 1.0e-45 1.7e-25 9.9e-17 1.0e+02 
538943 1357861 300 1.8e-06 1.5e-227 9.8e-177 1.5e-133 5.2e-84 1.7e-47 2.3e-26 4.0e-17 1.0e+02 
539075 1357368 300 8.4e-07 1.2e-236 8.3e-184 7.0e-139 2.4e-87 2.6e-49 3.1e-27 1.6e-17 1.0e+02 
539208 1356871 300 3.9e-07 5.3e-246 4.5e-191 2.3e-144 9.3e-91 3.6e-51 3.9e-28 6.1e-18 1.0e+02 
539343 1356369 300 1.7e-07 1.3e-255 1.5e-198 5.0e-150 2.8e-94 4.3e-53 4.6e-29 2.3e-18 1.0e+02 
539479 1355861 300 7.5e-08 1.5e-265 2.9e-206 7.5e-156 6.6e-98 4.6e-55 5.2e-30 8.8e-19 1.0e+02 
539616 1355349 300 3.1e-08 9.8e-276 3.5e-214 7.8e-162 1.3e-101 4.3e-57 5.6e-31 3.3e-19 1.0e+02 
539754 1354833 300 1.3e-08 3.4e-286 2.6e-222 5.7e-168 1.9e-105 3.7e-59 5.7e-32 1.2e-19 1.0e+02 
539894 1354311 300 4.9e-09 5.7e-297 1.1e-230 2.7e-174 2.2e-109 2.7e-61 5.5e-33 4.2e-20 1.0e+02 
540035 1353785 300 1.9e-09 5.0e-308 2.8e-239 8.7e-181 2.1e-113 1.7e-63 5.0e-34 1.5e-20 1.0e+02 
540178 1353253 300 6.7e-10 0.0 3.9e-248 1.8e-187 1.5e-117 9.7e-66 4.2e-35 5.0e-21 1.0e+02 
540321 1352717 300 2.3e-10 0.0 3.3e-257 2.6e-194 8.2e-122 4.8e-68 3.4e-36 1.7e-21 1.0e+02 
540466 1352176 300 7.9e-11 0.0 1.6e-266 2.4e-201 3.5e-126 2.1e-70 2.6e-37 5.6e-22 1.0e+02 
540612 1351631 300 2.5e-11 0.0 4.4e-276 1.4e-208 1.2e-130 7.9e-73 1.9e-38 1.8e-22 1.0e+02 
540760 1351080 300 7.9e-12 0.0 6.4e-286 5.5e-216 2.9e-135 2.6e-75 1.2e-39 5.7e-23 1.0e+02 
540909 1350525 300 2.4e-12 0.0 5.4e-296 1.4e-223 5.6e-140 7.2e-78 7.9e-41 1.8e-23 1.0e+02 
541059 1349964 300 6.7e-13 0.0 2.4e-306 2.1e-231 7.9e-145 1.7e-80 4.6e-42 5.4e-24 1.0e+02 
541210 1349399 300 1.9e-13 0.0 0.0 2.1e-239 8.7e-150 3.7e-83 2.6e-43 1.6e-24 1.0e+02 
541363 1348829 300 4.9e-14 0.0 0.0 1.3e-247 7.1e-155 6.6e-86 1.3e-44 4.6e-25 1.0e+02 
541517 1348255 300 1.2e-14 0.0 0.0 5.1e-256 4.3e-160 1.0e-88 6.4e-46 1.3e-25 1.0e+02 
541672 1347675 300 3.0e-15 0.0 0.0 1.2e-264 1.9e-165 1.3e-91 2.9e-47 3.6e-26 1.0e+02 
541829 1347091 300 6.8e-16 0.0 0.0 1.7e-273 6.5e-171 1.5e-94 1.2e-48 9.9e-27 1.0e+02 
541987 1346502 300 1.5e-16 0.0 0.0 1.5e-282 1.6e-176 1.5e-97 4.8e-50 2.6e-27 1.0e+02 
542146 1345908 300 3.2e-17 0.0 0.0 8.0e-292 2.9e-182 1.2e-100 1.7e-51 6.7e-28 1.0e+02 
542306 1345309 300 6.3e-18 0.0 0.0 2.5e-301 3.7e-188 8.0e-104 5.9e-53 1.7e-28 1.0e+02 
542468 1344705 300 1.2e-18 0.0 0.0 0.0 3.5e-194 4.6e-107 1.8e-54 4.1e-29 1.0e+02 
542631 1344096 300 2.2e-19 0.0 0.0 0.0 2.3e-200 2.2e-110 5.3e-56 9.9e-30 1.0e+02 
542795 1343483 300 3.8e-20 0.0 0.0 0.0 1.1e-206 9.1e-114 1.4e-57 2.3e-30 1.0e+02 
542961 1342865 300 6.3e-21 0.0 0.0 0.0 3.9e-213 3.1e-117 3.5e-59 5.2e-31 1.0e+02 
543128 1342242 300 9.9e-22 0.0 0.0 0.0 9.6e-220 8.7e-121 8.1e-61 1.1e-31 1.0e+02 
543296 1341614 300 1.5e-22 0.0 0.0 0.0 1.6e-226 2.0e-124 1.7e-62 2.5e-32 1.0e+02 
543466 1340981 300 2.1e-23 0.0 0.0 0.0 2.0e-233 4.0e-128 3.3e-64 5.1e-33 1.0e+02 
543637 1340344 300 2.8e-24 0.0 0.0 0.0 1.7e-240 6.4e-132 5.9e-66 1.0e-33 1.0e+02 
543809 1339701 300 3.5e-25 0.0 0.0 0.0 9.5e-248 8.4e-136 9.5e-68 2.0e-34 1.0e+02 
543982 1339054 300 4.2e-26 0.0 0.0 0.0 3.8e-255 9.2e-140 1.4e-69 3.9e-35 1.0e+02 
544157 1338402 300 4.8e-27 0.0 0.0 0.0 1.0e-262 8.2e-144 2.0e-71 7.1e-36 1.0e+02 
544333 1337745 300 5.1e-28 0.0 0.0 0.0 1.9e-270 5.9e-148 2.4e-73 1.3e-36 1.0e+02 
544510 1337084 300 5.2e-29 0.0 0.0 0.0 2.5e-278 3.5e-152 2.8e-75 2.2e-37 1.0e+02 
544689 1336417 300 4.9e-30 0.0 0.0 0.0 2.1e-286 1.7e-156 2.9e-77 3.7e-38 1.0e+02 
544869 1335746 300 4.4e-31 0.0 0.0 0.0 0.0 6.5e-161 2.8e-79 6.0e-39 1.0e+02 
545050 1335070 300 3.8e-32 0.0 0.0 0.0 0.0 2.0e-165 2.4e-81 9.5e-40 1.0e+02 
545232 1334389 300 3.0e-33 0.0 0.0 0.0 0.0 5.2e-170 1.9e-83 1.4e-40 1.0e+02 
545416 1333703 300 2.3e-34 0.0 0.0 0.0 0.0 1.0e-174 1.3e-85 2.1e-41 1.0e+02 
545601 1333012 300 1.6e-35 0.0 0.0 0.0 0.0 1.7e-179 8.4e-88 3.0e-42 1.0e+02 
545787 1332317 300 1.1e-36 0.0 0.0 0.0 0.0 2.1e-184 4.9e-90 4.1e-43 1.0e+02 
545975 1331617 300 6.6e-38 0.0 0.0 0.0 0.0 2.2e-189 2.5e-92 5.4e-44 1.0e+02 
546164 1330912 300 3.8e-39 0.0 0.0 0.0 0.0 1.7e-194 1.2e-94 6.8e-45 1.0e+02 
546354 1330202 300 2.1e-40 0.0 0.0 0.0 0.0 1.1e-199 5.0e-97 8.3e-46 1.0e+02 
546546 1329487 300 1.1e-41 0.0 0.0 0.0 0.0 5.4e-205 1.9e-99 9.8e-47 1.0e+02 
546739 1328767 300 5.1e-43 0.0 0.0 0.0 0.0 2.1e-210 6.5e-102 1.1e-47 1.0e+02 
546933 1328043 300 2.3e-44 0.0 0.0 0.0 0.0 6.4e-216 2.0e-104 1.2e-48 1.0e+02 
547128 1327313 300 9.4e-46 0.0 0.0 0.0 0.0 1.5e-221 5.3e-107 1.3e-49 1.0e+02 
547325 1326579 300 3.7e-47 0.0 0.0 0.0 0.0 2.7e-227 1.3e-109 1.3e-50 1.0e+02 
547523 1325840 300 1.4e-48 0.0 0.0 0.0 0.0 3.7e-233 2.7e-112 1.2e-51 1.0e+02 
547722 1325097 300 5.2e-50 0.0 0.0 0.0 0.0 3.6e-239 4.6e-115 9.7e-53 1.0e+02 
547923 1324348 300 2.8e-51 0.0 0.0 0.0 0.0 1.7e-245 4.6e-118 5.0e-54 1.0e+02 
548125 1323595 300 2.9e-52 0.0 0.0 0.0 0.0 3.0e-252 1.9e-121 1.2e-55 1.0e+02 
548328 1322836 300 4.6e-53 0.0 0.0 0.0 0.0 2.5e-259 4.4e-125 1.6e-57 1.0e+02 
548532 1322073 300 7.8e-54 0.0 0.0 0.0 0.0 1.3e-266 7.7e-129 1.9e-59 1.0e+02 
548738 1321305 300 1.3e-54 0.0 0.0 0.0 0.0 0.0 1.1e-132 1.9e-61 1.0e+02 
548945 1320533 300 2.1e-55 0.0 0.0 0.0 0.0 0.0 1.3e-136 1.8e-63 1.0e+02 
549153 1319755 300 3.4e-56 0.0 0.0 0.0 0.0 0.0 1.4e-140 1.5e-65 1.0e+02 
549363 1318973 300 5.1e-57 0.0 0.0 0.0 0.0 0.0 1.2e-144 1.2e-67 1.0e+02 
549574 1318185 300 7.6e-58 0.0 0.0 0.0 0.0 0.0 8.2e-149 8.3e-70 1.0e+02 
549786 1317393 300 1.1e-58 0.0 0.0 0.0 0.0 0.0 4.9e-153 5.4e-72 1.0e+02 
550000 1316597 300 1.5e-59 0.0 0.0 0.0 0.0 0.0 2.4e-157 3.1e-74 1.0e+02 
550215 1315795 300 2.0e-60 0.0 0.0 0.0 0.0 0.0 1.0e-161 1.7e-76 1.0e+02 
550431 1314988 300 2.6e-61 0.0 0.0 0.0 0.0 0.0 3.4e-166 7.9e-79 1.0e+02 
550648 1314177 300 3.2e-62 0.0 0.0 0.0 0.0 0.0 9.7e-171 3.4e-81 1.0e+02 
550867 1313361 300 3.8e-63 0.0 0.0 0.0 0.0 0.0 2.3e-175 1.4e-83 1.0e+02 
551087 1312540 300 4.4e-64 0.0 0.0 0.0 0.0 0.0 4.4e-180 4.8e-86 1.0e+02 
551308 1311714 300 4.9e-65 0.0 0.0 0.0 0.0 0.0 7.0e-185 1.5e-88 1.0e+02 
551531 1310883 300 5.2e-66 0.0 0.0 0.0 0.0 0.0 9.0e-190 4.5e-91 1.0e+02 
551754 1310048 300 5.3e-67 0.0 0.0 0.0 0.0 0.0 9.7e-195 1.2e-93 1.0e+02 
551980 1309207 300 5.2e-68 0.0 0.0 0.0 0.0 0.0 8.4e-200 2.7e-96 1.0e+02 
552206 1308362 300 4.9e-69 0.0 0.0 0.0 0.0 0.0 6.0e-205 5.8e-99 1.0e+02 
552434 1307512 300 4.5e-70 0.0 0.0 0.0 0.0 0.0 3.5e-210 1.1e-101 1.0e+02 
552663 1306657 300 3.9e-71 0.0 0.0 0.0 0.0 0.0 1.6e-215 1.8e-104 1.0e+02 
552893 1305797 300 3.2e-72 0.0 0.0 0.0 0.0 0.0 6.2e-221 2.8e-107 1.0e+02 
553125 1304933 300 2.6e-73 0.0 0.0 0.0 0.0 0.0 1.9e-226 3.8e-110 1.0e+02 
553358 1304064 300 2.0e-74 0.0 0.0 0.0 0.0 0.0 4.8e-232 4.7e-113 1.0e+02 
553592 1303189 300 1.4e-75 0.0 0.0 0.0 0.0 0.0 9.4e-238 5.0e-116 1.0e+02 
